x,y,z,r_hat_vox,theta_deg,winding_ordinal,dk_to_nearest_measured,ct_brightness
2009.3,2019.9,3600,77.3,354.0,8,1,152
2023.1,2018.1,3920,75.0,354.0,8,1,122
2042.0,2030.0,4752,124.1,354.0,8,1,143
1920.6,1525.3,10832,64.5,354.0,8,2,151
1726.0,1736.6,1488,101.4,0.0,9,1,176
2012.9,2019.2,3024,147.0,0.0,9,1,171
1731.7,1842.1,10064,126.0,0.0,9,1,139
1673.5,1831.3,1232,94.9,6.0,9,1,159
1722.0,1746.8,1488,97.9,6.0,9,2,147
1954.7,2002.1,2768,124.6,6.0,9,1,148
2045.5,2050.6,4112,100.0,6.0,9,1,121
2114.1,1136.8,11024,109.8,6.0,9,1,171
1719.8,1756.8,1488,97.3,12.0,9,2,132
1874.9,1951.6,2384,187.6,12.0,9,1,155
2056.2,2089.9,4624,168.0,12.0,9,1,138
2052.8,2160.8,6288,103.5,12.0,9,1,128
1774.4,1771.2,10704,130.4,12.0,9,1,147
2549.5,976.0,11152,173.5,12.0,9,1,160
2129.5,2166.9,6160,143.2,18.0,9,1,129
1960.1,1928.8,8144,72.7,18.0,9,1,142
1733.4,1833.1,1296,149.5,24.0,9,1,164
1713.4,1911.9,2128,135.9,24.0,9,1,136
1874.2,2019.5,2576,104.9,24.0,9,1,129
1941.7,2046.3,2704,135.4,24.0,9,1,133
2079.1,2085.8,3536,164.4,24.0,9,1,157
2106.9,2090.9,3728,178.2,24.0,9,1,121
2030.8,2074.0,3856,126.7,24.0,9,1,151
2106.8,2105.8,3984,179.6,24.0,9,1,152
2090.7,2183.6,6032,130.6,24.0,9,1,121
1933.7,1917.7,8912,197.8,24.0,9,2,182
1724.0,1845.8,1296,146.9,30.0,9,1,152
2007.1,2067.2,3792,95.5,30.0,9,1,163
1777.4,1941.2,10064,198.3,30.0,9,1,214
1769.6,1821.4,10384,101.3,30.0,9,2,164
1842.5,2022.6,2512,102.5,36.0,9,1,152
1965.6,2123.2,3216,165.8,36.0,9,2,144
2097.4,2147.9,3600,204.0,36.0,9,1,138
2024.3,2113.1,4496,137.5,36.0,9,1,128
2053.2,2185.6,5776,107.7,36.0,9,1,210
2080.9,2210.1,6032,135.5,36.0,9,1,164
1843.6,1948.7,8720,117.9,36.0,9,1,160
1870.1,1926.5,8976,151.1,36.0,9,1,171
1733.3,1946.0,9744,94.4,36.0,9,1,153
1821.7,1721.9,10768,120.6,36.0,9,1,189
1529.2,2177.1,912,100.9,42.0,9,1,156
1651.4,1939.0,2192,94.0,42.0,9,1,142
2005.4,2169.2,3472,160.3,42.0,9,1,108
2078.7,2187.2,4752,215.5,42.0,9,1,138
2058.2,2134.5,5008,127.4,42.0,9,1,183
2025.1,2205.5,6288,99.0,42.0,9,1,127
1757.5,1963.9,9936,140.1,42.0,9,1,223
1663.0,1801.3,1808,107.1,48.0,9,1,119
1639.2,1940.1,2192,86.2,48.0,9,1,136
1836.5,2041.5,2576,87.0,48.0,9,1,146
1994.9,2122.6,4304,112.1,48.0,9,1,110
2044.4,2167.7,5264,113.1,48.0,9,1,144
2010.3,2205.7,5968,97.7,48.0,9,1,148
2041.0,2111.0,7632,107.7,48.0,9,1,162
2017.7,2070.8,7696,94.5,48.0,9,1,143
1953.1,1975.4,8144,93.0,48.0,9,2,140
1661.0,1804.6,2000,95.8,54.0,9,1,170
2047.8,2217.7,6096,99.9,54.0,9,1,164
2010.3,2077.5,7696,95.0,54.0,9,1,122
1900.2,1948.6,8400,95.5,54.0,9,1,122
1703.3,1954.3,9744,78.9,54.0,9,1,124
1770.5,1934.5,10256,132.0,54.0,9,1,174
1691.6,1891.5,10448,111.1,54.0,9,1,116
1614.2,1983.9,1168,137.4,60.0,9,1,124
1643.4,1811.9,1808,104.1,60.0,9,1,162
1818.0,2045.6,2576,79.4,60.0,9,1,164
1890.8,2128.5,3216,118.6,60.0,9,1,144
2021.4,2152.3,3728,154.6,60.0,9,3,164
1969.2,2097.1,3792,89.7,60.0,9,1,126
1966.5,2120.1,4304,93.2,60.0,9,2,112
1983.6,2112.9,4368,100.3,60.0,9,1,102
2027.1,2193.4,5584,97.1,60.0,9,1,155
1993.0,2216.4,5968,96.1,60.0,9,1,105
2042.4,2291.4,6480,139.5,60.0,9,1,178
1936.5,2039.2,7952,88.2,60.0,9,1,152
1891.3,1953.2,8400,94.5,60.0,9,1,135
1864.0,1937.3,9168,91.4,60.0,9,1,125
1900.0,2009.5,9296,104.8,60.0,9,1,168
1643.7,1796.8,1424,84.6,66.0,9,1,130
1644.4,1815.4,1616,130.2,66.0,9,1,139
1622.6,1786.9,1680,98.9,66.0,9,1,127
1591.3,1794.6,1744,99.9,66.0,9,1,158
1802.2,2058.3,2512,105.0,66.0,9,1,129
1920.2,2139.7,2960,150.9,66.0,9,1,100
1958.5,2126.2,4304,95.1,66.0,9,2,125
2019.1,2196.3,5648,87.9,66.0,9,1,170
1980.6,2213.2,5968,87.6,66.0,9,2,215
2012.9,2210.7,6224,82.7,66.0,9,1,119
1996.0,2239.0,6288,109.2,66.0,9,1,181
2039.3,2242.9,6992,88.1,66.0,9,1,150
1985.8,2238.6,7120,115.3,66.0,9,1,160
1789.4,1931.2,8976,102.3,66.0,9,1,130
1766.4,1965.8,9616,83.5,66.0,9,2,165
1692.2,1964.5,9872,93.3,66.0,9,1,139
1702.0,1979.1,9936,119.3,66.0,9,2,171
1623.8,1821.5,1808,105.0,72.0,9,1,141
1884.6,2136.8,2832,158.1,72.0,9,1,124
1866.2,2132.6,3216,112.3,72.0,9,1,139
1937.2,2145.1,4240,81.7,72.0,9,1,160
2005.5,2184.2,5648,71.6,72.0,9,2,134
1999.7,2217.7,6032,91.7,72.0,9,2,164
2029.6,2242.7,6992,84.4,72.0,9,1,163
1971.9,2234.9,7120,106.9,72.0,9,1,154
2004.7,2151.8,7440,87.1,72.0,9,1,141
1935.7,2074.0,7824,86.2,72.0,9,1,135
1924.2,2074.1,8016,144.4,72.0,9,1,140
1866.9,1941.6,8400,73.9,72.0,9,1,150
1796.2,2072.3,8848,201.0,72.0,9,1,133
1761.3,1978.3,9616,93.4,72.0,9,1,152
1683.8,1970.1,9872,95.4,72.0,9,1,170
1899.0,1663.1,10832,137.7,72.0,9,1,165
1996.2,2190.4,5840,69.5,78.0,9,1,191
1955.2,2259.5,6800,92.4,78.0,9,1,120
1911.4,2052.3,7952,91.5,78.0,9,1,135
1887.8,1979.8,8208,83.2,78.0,9,1,147
1763.9,1953.2,8720,75.5,78.0,9,2,138
1828.4,1987.9,9232,122.3,78.0,9,1,132
1715.9,2007.3,9680,116.1,78.0,9,1,151
1645.4,1891.4,10448,91.7,78.0,9,1,167
1857.6,2185.3,3088,143.4,84.0,9,1,116
1857.9,2133.6,3152,115.1,84.0,9,1,132
1985.3,2214.9,5392,119.5,84.0,9,1,125
1949.3,2232.3,7120,99.6,84.0,9,1,140
1979.9,2144.4,7504,86.2,84.0,9,1,141
1890.9,2035.8,8080,119.4,84.0,9,1,147
1901.8,1971.0,8272,88.8,84.0,9,1,135
1763.8,1940.8,8912,104.1,84.0,9,1,157
1814.0,1973.7,9232,106.0,84.0,9,1,145
1768.6,1992.9,9488,92.9,84.0,9,1,162
1740.8,1968.8,9616,79.8,84.0,9,1,127
1662.8,1959.9,9872,81.0,84.0,9,1,160
1689.5,1947.9,10192,118.7,84.0,9,1,173
1636.5,1899.0,10448,97.9,84.0,9,1,148
1660.4,1867.9,10512,100.0,84.0,9,1,151
1591.3,1839.2,1808,117.5,90.0,9,1,145
1604.7,1820.2,2000,93.1,90.0,9,1,158
1891.9,2143.9,4624,88.9,90.0,9,1,128
1972.8,2213.3,5392,117.2,90.0,9,1,132
1970.9,2290.6,6608,106.5,90.0,9,1,136
1892.5,1963.8,8272,81.1,90.0,9,1,139
1752.9,1944.8,8912,107.5,90.0,9,1,149
1818.3,1927.7,9168,69.5,90.0,9,3,118
1732.4,1992.9,9616,103.4,90.0,9,1,122
1677.0,1938.1,10192,108.3,90.0,9,1,163
1655.0,1872.5,10320,78.8,90.0,9,1,162
1560.1,2001.8,1232,181.4,96.0,9,1,166
1870.1,2026.8,8016,90.6,96.0,9,1,153
1720.6,1969.2,8784,105.3,96.0,9,1,152
1678.2,2022.7,9680,129.7,96.0,9,1,155
1643.4,1983.6,9872,104.8,96.0,9,1,152
1587.8,2012.7,10064,171.5,96.0,9,1,184
1672.2,1862.6,10384,92.4,96.0,9,1,143
1839.9,1690.0,10832,158.8,96.0,9,1,147
1580.9,1853.1,1424,136.6,102.0,9,1,192
1568.2,1827.5,1552,114.0,102.0,9,1,170
1578.3,1838.3,1872,109.4,102.0,9,1,154
1863.4,2169.6,3472,110.1,102.0,9,1,134
1900.3,2129.0,4752,87.9,102.0,9,1,125
1962.9,2183.2,5584,75.4,102.0,9,1,130
1960.3,2144.1,7568,99.6,102.0,9,1,146
1875.6,1962.1,8272,81.2,102.0,9,1,153
1804.1,1924.7,9168,68.0,102.0,9,3,155
1778.7,1982.3,9232,116.6,102.0,9,1,142
1558.1,1948.2,2192,75.8,108.0,9,1,154
1821.7,2150.9,3344,121.5,108.0,9,1,140
1953.3,2172.9,5456,73.8,108.0,9,1,150
1954.6,2183.1,5584,77.5,108.0,9,1,165
1954.1,2206.3,5648,94.8,108.0,9,1,159
1938.7,2195.6,5712,80.5,108.0,9,2,148
1921.3,2287.5,6864,120.4,108.0,9,1,122
1955.7,2124.4,7568,81.8,108.0,9,1,136
1824.1,1932.9,8400,64.7,108.0,9,1,105
1781.7,1914.2,8528,72.2,108.0,9,1,132
1699.1,1964.5,8784,105.2,108.0,9,1,164
1734.1,1895.3,8912,61.0,108.0,9,1,146
1705.4,1972.5,9616,87.3,108.0,9,2,136
1632.3,1966.2,9744,79.6,108.0,9,1,165
1569.1,1971.8,10000,127.6,108.0,9,1,157
1622.4,1894.1,10320,105.6,108.0,9,1,181
2048.7,1167.9,11088,160.6,108.0,9,1,161
1545.3,1925.2,2064,100.9,114.0,9,1,125
1548.7,1949.9,2192,80.8,114.0,9,1,132
1847.5,2154.8,4624,109.2,114.0,9,1,194
1912.3,2140.5,4944,104.4,114.0,9,1,174
1896.5,2228.5,7120,104.3,114.0,9,1,125
1943.0,2131.9,7568,93.3,114.0,9,1,144
1856.5,2061.0,7888,80.8,114.0,9,1,121
1727.0,1895.4,8912,63.7,114.0,9,1,133
1694.6,1974.4,9616,93.0,114.0,9,1,167
1622.4,1968.0,9744,84.8,114.0,9,1,144
1610.7,1856.7,10512,96.6,114.0,9,1,155
2336.8,1036.4,11152,105.6,114.0,9,1,173
1869.2,2122.2,3536,119.2,120.0,9,1,149
1859.3,2158.8,4240,105.4,120.0,9,1,149
1912.1,2157.0,5072,115.4,120.0,9,1,142
1834.7,2062.8,7952,115.5,120.0,9,1,145
1698.2,1966.1,8720,100.1,120.0,9,1,137
1719.5,1895.1,8912,66.7,120.0,9,2,141
1600.0,1855.0,10512,99.9,120.0,9,1,141
1530.7,1984.2,2256,127.5,126.0,9,1,149
1779.4,2138.3,3024,147.3,126.0,9,1,132
1770.2,2123.4,3152,128.9,126.0,9,1,144
1856.4,2128.5,4752,105.8,126.0,9,1,136
1905.0,2195.1,5520,104.0,126.0,9,1,163
1873.0,2228.3,6928,99.9,126.0,9,1,118
1951.0,2234.7,6992,89.3,126.0,9,3,171
1918.9,2149.9,7440,100.1,126.0,9,1,152
1829.7,2069.3,7888,101.5,126.0,9,1,158
1832.2,1980.7,8080,78.6,126.0,9,1,127
1731.5,1932.6,8656,87.3,126.0,9,1,129
1754.2,1885.1,9040,88.1,126.0,9,1,146
1681.5,1959.6,9616,86.7,126.0,9,1,160
1621.9,1925.4,10256,120.8,126.0,9,1,185
1582.8,1832.2,10704,108.9,126.0,9,1,120
1395.9,2174.4,912,87.2,132.0,9,1,161
1544.9,1793.5,2000,89.4,132.0,9,1,194
1776.4,2141.2,3408,133.0,132.0,9,1,120
1865.5,2158.1,4048,140.7,132.0,9,1,149
1904.3,2179.7,5520,92.5,132.0,9,1,137
1888.6,2195.8,5968,84.3,132.0,9,1,154
1921.1,2186.2,6032,75.0,132.0,9,1,133
1937.3,2194.3,6096,77.4,132.0,9,1,155
1901.2,2195.3,6288,75.4,132.0,9,1,166
1914.6,2224.8,6416,91.3,132.0,9,1,154
1883.9,2078.9,7696,105.4,132.0,9,1,138
1824.2,1977.4,8080,81.1,132.0,9,1,133
1822.5,1951.8,8208,71.8,132.0,9,1,142
1483.5,1977.8,10064,182.6,132.0,9,1,166
1589.7,1807.5,10704,85.4,132.0,9,1,117
2297.1,1031.8,11152,123.6,132.0,9,1,158
1504.6,1813.9,1424,141.0,138.0,9,1,184
1511.2,1939.5,2192,94.7,138.0,9,1,162
1827.1,2121.8,4368,143.2,138.0,9,1,143
1834.5,2103.1,4496,105.7,138.0,9,1,140
1802.7,2145.9,4688,126.5,138.0,9,1,138
1837.0,2120.6,4816,121.4,138.0,9,1,133
1811.3,2174.4,4944,193.1,138.0,9,1,128
1922.1,2186.7,6224,77.0,138.0,9,1,140
1910.8,2230.9,6672,79.3,138.0,9,1,107
1879.7,2238.6,6736,96.5,138.0,9,1,125
1905.1,2117.9,7504,88.5,138.0,9,1,127
1824.9,1965.3,8080,72.0,138.0,9,1,153
1605.3,1971.5,9680,116.4,138.0,9,1,153
1569.7,1870.5,10320,114.8,138.0,9,1,172
1435.1,1945.1,1168,136.4,144.0,9,1,161
1812.6,2115.5,3472,91.1,144.0,9,1,112
1759.5,2157.5,4432,193.0,144.0,9,1,125
1896.0,2185.2,6032,93.1,144.0,9,1,120
1893.9,2216.3,6416,101.0,144.0,9,1,158
1888.5,2133.8,7440,110.4,144.0,9,1,185
1819.7,1959.7,8080,72.6,144.0,9,1,162
1729.8,1869.3,9040,94.3,144.0,9,1,157
1533.1,1957.6,9936,148.7,144.0,9,1,166
1562.0,1857.8,10384,148.1,144.0,9,1,172
1362.4,2162.6,912,106.0,150.0,9,1,156
1398.2,2105.9,976,112.2,150.0,9,1,140
1436.1,1786.1,1616,179.4,150.0,9,1,156
1530.4,1770.0,2000,85.8,150.0,9,1,136
1672.8,2061.7,2640,147.4,150.0,9,1,165
1824.0,2120.7,4944,151.0,150.0,9,2,155
1860.9,2181.7,5968,97.1,150.0,9,1,157
1868.4,2187.3,6288,96.1,150.0,9,1,164
1708.2,1954.6,9424,69.9,150.0,9,1,136
1835.8,2181.8,5968,119.5,156.0,9,1,137
1686.7,1956.1,9424,89.7,156.0,9,1,142
1531.7,1919.6,9808,155.9,156.0,9,1,157
1522.8,1928.4,9936,143.1,156.0,9,1,175
1544.1,1731.2,10768,197.1,156.0,9,1,161
1466.3,1737.1,1616,131.6,162.0,9,1,187
1500.2,1764.1,1872,106.1,162.0,9,2,171
1531.2,1751.0,2000,77.2,162.0,9,1,147
1773.3,2058.8,3280,76.1,162.0,9,1,112
1809.2,2057.8,3536,125.8,162.0,9,1,162
1757.1,2073.8,3856,166.1,162.0,9,1,115
1797.6,2069.9,4496,121.4,162.0,9,2,107
1388.8,1937.9,1104,141.4,168.0,9,1,152
1574.9,2080.3,3216,262.4,168.0,9,1,130
1787.6,2080.6,4176,143.7,168.0,9,1,134
1848.0,2065.2,4048,112.3,174.0,9,1,112
1780.4,2073.5,4688,116.9,174.0,9,1,126
1825.6,2050.8,4176,102.6,180.0,9,1,118
1802.4,2043.0,4752,116.2,180.0,9,1,115
1476.4,1768.5,10512,173.6,180.0,9,1,154
1591.4,2000.5,3216,241.4,186.0,9,1,146
1814.5,2025.1,3664,125.4,186.0,9,1,144
1865.7,2017.2,3920,83.2,186.0,9,1,138
1526.6,1876.8,9744,131.0,186.0,9,1,158
1413.8,1836.9,1168,134.6,192.0,9,1,167
1841.7,2008.7,3600,92.7,192.0,9,1,162
1768.1,2034.0,4688,131.4,192.0,9,1,103
1808.3,2085.6,5840,177.2,192.0,9,1,138
1882.9,2114.2,6096,108.6,192.0,9,1,149
1870.3,2122.0,6288,83.0,192.0,9,1,146
1785.7,1884.0,8144,107.6,192.0,9,1,152
1586.0,1844.8,8720,165.9,192.0,9,1,160
1714.8,1396.3,10896,175.7,192.0,9,1,173
1743.6,1211.3,10960,183.8,192.0,9,1,184
1456.2,1726.6,1296,147.8,198.0,9,1,166
1676.8,1957.7,3024,198.9,198.0,9,1,158
1832.4,1995.5,3600,105.1,198.0,9,1,107
1799.0,1984.8,3856,122.0,198.0,9,1,147
1923.1,2115.4,6096,69.4,198.0,9,2,131
1770.9,1866.1,8208,104.7,198.0,9,3,146
1673.0,1811.0,9168,152.8,198.0,9,2,139
1695.5,1833.4,9232,113.0,198.0,9,2,170
1500.1,1790.4,10128,130.2,198.0,9,1,136
1513.7,1747.8,10320,148.6,198.0,9,2,136
1602.9,1745.0,10384,83.1,198.0,9,1,161
1642.5,1916.4,2576,148.6,204.0,9,1,162
1682.1,1960.7,3408,200.6,204.0,9,1,112
1851.9,1992.3,3984,99.4,204.0,9,1,137
1808.2,1870.7,8208,68.2,204.0,9,1,144
1739.9,1815.3,9104,86.5,204.0,9,2,164
1711.5,1810.7,9168,116.8,204.0,9,1,143
1519.3,1808.6,9424,273.0,204.0,9,1,114
1546.4,1799.3,9808,139.8,204.0,9,1,143
1251.2,1992.3,912,234.5,210.0,9,1,132
1689.6,1917.1,2704,148.3,210.0,9,1,148
1757.1,1953.8,2896,101.2,210.0,9,1,134
1850.5,1973.7,3536,90.5,210.0,9,1,143
1822.4,1963.2,3984,139.0,210.0,9,1,104
1887.2,2014.2,5136,111.6,210.0,9,1,158
1860.4,2059.4,5712,119.2,210.0,9,1,141
1752.9,1863.6,8016,146.2,210.0,9,1,155
1726.7,1797.3,9104,106.5,210.0,9,3,144
1631.6,1831.3,9616,116.4,210.0,9,1,163
1489.8,1781.9,10000,137.0,210.0,9,1,165
1562.9,1678.3,10576,119.3,210.0,9,1,151
1536.0,1830.4,2256,86.1,216.0,9,1,153
1785.7,1991.8,3280,74.1,216.0,9,2,129
1844.6,1969.4,3664,117.1,216.0,9,1,137
1879.8,2058.2,5712,103.5,216.0,9,1,115
1889.7,2055.6,5840,113.7,216.0,9,1,107
1926.4,2106.5,6992,95.3,216.0,9,1,126
1649.1,1807.3,8720,122.5,216.0,9,1,124
1647.4,1819.4,9488,137.9,216.0,9,1,130
1553.6,1672.7,1488,95.5,222.0,9,1,189
1526.2,1663.1,1808,87.6,222.0,9,1,153
1855.9,1963.1,3664,112.2,222.0,9,1,126
1886.1,1966.2,3728,78.0,222.0,9,1,140
1854.2,1984.2,4176,99.5,222.0,9,1,116
1889.9,2081.0,6352,93.0,222.0,9,1,100
1696.7,1748.7,9168,163.6,222.0,9,1,102
1510.9,1697.7,10448,155.4,222.0,9,1,157
1475.7,1851.4,1104,76.8,228.0,9,1,127
1483.7,1796.3,1168,92.3,228.0,9,1,149
1631.7,1846.4,2384,89.1,228.0,9,2,151
1865.8,1931.4,3728,117.1,228.0,9,1,128
1935.9,2087.4,6992,101.0,228.0,9,1,131
1881.7,1962.2,7440,143.7,228.0,9,1,150
1854.7,1910.1,7760,114.0,228.0,9,1,142
1594.2,1812.5,9872,89.9,228.0,9,1,145
1874.9,1977.5,4304,76.5,234.0,9,1,126
1936.5,2051.5,5648,79.8,234.0,9,1,148
1884.0,2048.2,5904,101.5,234.0,9,1,134
1901.8,2094.9,6864,96.5,234.0,9,1,134
1888.6,1910.0,7696,112.0,234.0,9,1,144
1813.0,1826.9,8080,111.4,234.0,9,1,144
1728.8,1763.9,8592,105.8,234.0,9,1,148
1555.9,1773.5,10064,84.8,234.0,9,1,166
1537.8,1622.3,1552,108.2,240.0,9,1,129
1533.1,1611.2,1680,98.5,240.0,9,1,126
1551.9,1653.4,1808,78.8,240.0,9,1,138
1764.0,1873.4,2768,133.5,240.0,9,1,149
1875.8,1928.2,3664,127.0,240.0,9,1,130
1923.7,2048.0,6032,95.2,240.0,9,1,131
1947.8,2043.6,6160,91.2,240.0,9,1,138
1910.7,1954.6,7504,120.2,240.0,9,1,125
1680.2,1766.3,9424,177.0,240.0,9,1,141
1705.6,1808.1,9488,106.6,240.0,9,1,152
1574.4,1637.6,10512,151.1,240.0,9,1,149
1537.8,1728.5,1232,101.6,246.0,9,1,170
1545.4,1613.6,1680,90.8,246.0,9,2,175
1556.7,1644.0,1808,85.1,246.0,9,1,136
1547.5,1799.6,2192,83.7,246.0,9,1,174
1767.4,1873.8,3088,184.9,246.0,9,1,109
1911.7,2084.9,6736,97.6,246.0,9,1,140
1919.7,2085.7,6864,95.6,246.0,9,1,121
1912.9,1907.4,7696,102.1,246.0,9,1,124
1829.9,1807.3,8208,99.7,246.0,9,1,142
1814.7,1844.9,9296,80.8,246.0,9,1,168
1603.3,1764.6,9872,125.5,246.0,9,1,130
1692.2,1579.3,10768,78.5,246.0,9,1,178
1793.0,1389.6,10832,156.0,246.0,9,1,117
1548.5,1727.0,1232,99.2,252.0,9,1,165
1565.8,1600.4,1360,131.5,252.0,9,1,130
1597.1,1651.8,1488,89.2,252.0,9,1,170
1774.2,1907.1,2640,85.0,252.0,9,1,153
1903.1,1932.6,4368,98.2,252.0,9,1,141
1956.0,1991.0,5200,87.9,252.0,9,1,135
1957.3,2035.8,5648,84.4,252.0,9,1,135
1923.5,1905.4,7696,100.1,252.0,9,1,117
1850.7,1831.6,8080,89.8,252.0,9,1,162
1814.4,1780.1,8400,96.0,252.0,9,1,116
1798.3,1771.3,8464,101.4,252.0,9,1,153
1633.2,1636.2,10576,107.0,252.0,9,1,173
1848.1,1314.1,10896,124.8,252.0,9,2,137
1565.1,1798.8,2192,79.0,258.0,9,1,162
1738.5,1863.6,2512,101.0,258.0,9,1,127
1915.1,1939.6,4368,88.4,258.0,9,2,120
1874.8,1958.4,4688,105.2,258.0,9,1,140
1950.9,2000.0,5264,85.5,258.0,9,1,154
1949.3,1938.6,7632,94.5,258.0,9,1,139
1823.4,1774.2,8400,99.4,258.0,9,1,141
1830.4,1838.1,9296,82.5,258.0,9,1,145
1736.1,1793.3,9488,109.5,258.0,9,1,254
1573.7,1691.1,10064,154.3,258.0,9,1,121
1597.3,1705.4,10128,128.1,258.0,9,1,143
1614.1,1636.0,1488,101.1,264.0,9,1,149
1573.7,1614.4,1680,82.6,264.0,9,1,113
1573.3,1797.5,2192,79.1,264.0,9,1,156
1835.7,1922.2,3152,97.5,264.0,9,2,152
1819.6,1912.7,3216,113.7,264.0,9,1,148
1895.7,1866.9,4496,166.4,264.0,9,1,130
1974.3,2029.6,5648,86.9,264.0,9,1,156
1959.4,2044.2,6480,127.0,264.0,9,1,155
1959.4,2079.5,6672,98.9,264.0,9,1,150
1944.0,1901.6,7696,99.5,264.0,9,1,121
1875.6,1856.0,7888,131.9,264.0,9,1,136
1817.3,1749.7,8464,118.7,264.0,9,1,165
1642.0,1761.2,9936,109.5,264.0,9,1,159
1593.5,1725.6,10064,117.1,264.0,9,1,138
1613.7,1681.8,10448,120.5,264.0,9,1,200
1635.5,1631.2,10512,138.0,264.0,9,1,151
1582.3,1616.5,1680,80.0,270.0,9,1,162
1581.6,1797.0,2192,79.1,270.0,9,1,149
1933.5,1930.4,4368,95.6,270.0,9,1,149
1963.6,2036.6,5712,82.4,270.0,9,1,135
1966.0,2040.3,5776,82.0,270.0,9,1,152
1878.5,1836.2,8080,80.9,270.0,9,1,200
1806.0,1677.9,9040,135.9,270.0,9,1,148
1778.6,1747.8,9360,158.8,270.0,9,1,143
1653.4,1755.4,9936,114.7,270.0,9,2,142
1624.0,1717.6,10128,113.0,270.0,9,1,148
1655.0,1688.0,10320,105.7,270.0,9,1,246
1617.6,1620.0,1360,106.1,276.0,9,1,162
1591.0,1614.6,1680,82.3,276.0,9,1,157
1857.2,1911.2,3152,108.6,276.0,9,1,119
1979.7,1979.5,5264,104.7,276.0,9,1,134
1961.3,2080.3,6736,94.3,276.0,9,1,135
1977.5,2010.5,7312,99.1,276.0,9,1,154
1965.8,1892.9,7696,108.3,276.0,9,1,129
1921.2,1876.7,7824,116.0,276.0,9,1,133
1857.0,1829.1,9296,90.1,276.0,9,1,143
1729.6,1790.4,9552,112.6,276.0,9,1,255
1663.6,1773.9,9936,96.8,276.0,9,1,174
1549.9,1801.0,1104,109.9,282.0,9,1,160
1635.2,1590.2,1360,138.3,282.0,9,1,142
1604.5,1635.0,1616,62.8,282.0,9,2,129
1605.7,1741.8,2064,93.1,282.0,9,1,159
1999.9,2038.5,5648,79.3,282.0,9,2,126
1952.0,2071.8,7120,62.8,282.0,9,1,161
1747.9,1816.0,8848,66.7,282.0,9,1,134
1625.5,1770.6,10000,81.6,282.0,9,1,164
1677.6,1687.3,10320,108.8,282.0,9,1,234
1642.0,1727.8,10448,75.5,282.0,9,1,179
1624.7,1681.1,1232,147.5,288.0,9,1,165
1637.2,1620.1,1872,116.8,288.0,9,1,157
1909.9,1844.7,2960,165.2,288.0,9,1,142
1993.1,1872.6,3664,174.2,288.0,9,1,124
1990.7,2046.5,5776,79.7,288.0,9,1,144
1996.5,2018.9,7312,94.9,288.0,9,1,145
1999.5,1937.0,7632,98.9,288.0,9,1,160
1756.9,1811.0,8848,73.8,288.0,9,2,140
1776.9,1748.2,8976,94.1,288.0,9,1,173
1853.1,1751.0,9168,112.7,288.0,9,1,167
1781.5,1706.5,9552,206.0,288.0,9,1,160
1661.8,1802.1,2320,95.8,294.0,9,1,146
1861.9,1789.2,2576,205.4,294.0,9,1,122
1954.2,1972.6,4240,103.9,294.0,9,1,158
1999.1,2048.1,5776,81.2,294.0,9,1,127
1995.2,2004.7,6928,156.2,294.0,9,1,125
1965.7,2073.1,7120,65.8,294.0,9,1,140
1767.9,1805.1,8848,83.3,294.0,9,3,147
1848.1,1719.4,9040,103.4,294.0,9,1,136
1803.3,1730.2,9616,174.3,294.0,9,1,180
1669.6,1808.6,2320,93.5,300.0,9,1,128
1977.4,1939.7,4304,115.1,300.0,9,2,144
2012.0,2042.7,5776,91.9,300.0,9,1,174
2018.7,2058.5,5840,73.9,300.0,9,1,160
2009.0,2085.6,6864,100.9,300.0,9,1,145
1973.6,2073.2,7120,69.3,300.0,9,1,125
1961.1,1784.8,8144,140.4,300.0,9,1,123
1787.1,1812.1,8720,77.7,300.0,9,2,149
1776.3,1808.1,8848,84.4,300.0,9,1,131
1799.0,1749.0,8976,102.4,300.0,9,1,255
1879.2,1687.1,9040,146.3,300.0,9,1,159
1849.9,1742.9,9488,181.9,300.0,9,1,158
2069.0,1014.2,11024,128.3,300.0,9,1,126
1630.3,1772.5,2064,74.7,306.0,9,1,171
2032.5,2048.5,5648,83.5,306.0,9,1,147
2019.2,2049.1,5776,90.5,306.0,9,1,149
1917.5,1689.3,8528,193.1,306.0,9,1,111
1792.1,1819.0,8720,74.6,306.0,9,1,128
1911.5,1729.8,9168,158.6,306.0,9,1,204
1730.3,1649.8,10576,108.9,306.0,9,1,218
1657.1,1754.4,2064,105.6,312.0,9,1,136
2029.7,2051.7,5776,95.1,312.0,9,1,157
2029.7,2079.1,6224,75.5,312.0,9,1,255
2009.7,2087.1,6352,75.6,312.0,9,1,158
2033.5,2114.5,6608,93.6,312.0,9,1,144
2006.5,2058.1,7120,101.0,312.0,9,1,162
1873.9,1757.5,8592,123.9,312.0,9,1,198
1803.9,1780.6,8912,76.2,312.0,9,1,149
1979.4,1772.4,9296,197.0,312.0,9,1,113
1830.6,1777.2,9552,168.5,312.0,9,1,180
1714.7,1703.5,10448,132.1,312.0,9,1,188
1972.1,1337.9,10896,127.7,312.0,9,1,153
1639.3,1623.6,1744,119.2,318.0,9,1,142
1652.9,1799.4,2128,85.6,318.0,9,1,153
1939.8,1955.2,3088,130.8,318.0,9,1,136
1998.7,1968.4,4304,106.1,318.0,9,1,127
2040.9,2026.1,7376,95.1,318.0,9,1,122
