z,theta_deg,r_l1_vox,r_um,k_inner,k_outer,n_in_pack,material
7920,30.0,500.9,8655,33,35,2,1
7920,30.0,555.5,9599,37,38,2,1
7920,30.0,603.3,10426,41,42,3,1
7920,30.0,614.2,10613,41,42,3,1
7920,30.0,667.2,11530,44,45,2,1
7920,36.0,49.0,847,1,2,2,1
7920,36.0,248.4,4293,15,16,3,1
7920,36.0,262.8,4542,15,16,3,1
7920,36.0,496.8,8584,37,38,2,1
7920,36.0,544.7,9412,41,42,5,1
7920,36.0,553.9,9571,41,42,5,1
7920,36.0,563.1,9730,41,42,5,1
7920,36.0,572.3,9889,41,42,5,1
7920,36.0,615.1,10629,44,45,2,1
7920,36.0,740.5,12796,55,57,2,1
7920,42.0,42.8,739,1,3,2,1
7920,42.0,103.5,1788,7,8,2,1
7920,42.0,138.5,2393,9,10,2,1
7920,42.0,192.6,3329,12,13,2,1
7920,42.0,476.2,8230,37,38,2,1
7920,42.0,497.7,8600,38,40,3,1
7920,42.0,507.3,8767,38,40,3,1
7920,42.0,529.2,9145,40,41,2,1
7920,42.0,623.5,10774,45,47,2,1
7920,42.0,647.0,11180,47,48,2,1
7920,42.0,690.0,11923,50,51,2,1
7920,48.0,34.8,600,1,2,2,1
7920,48.0,175.8,3037,10,11,2,1
7920,48.0,286.0,4942,17,19,2,1
7920,48.0,377.7,6526,26,27,2,1
7920,48.0,397.9,6876,27,31,2,1
7920,48.0,424.8,7340,31,34,2,1
7920,48.0,465.8,8050,35,37,3,1
7920,48.0,477.9,8258,35,37,3,1
7920,48.0,501.0,8657,37,39,3,1
7920,48.0,512.0,8847,37,39,3,1
7920,48.0,533.1,9212,39,40,2,1
7920,48.0,581.8,10053,44,45,2,1
7920,48.0,604.0,10437,45,46,2,1
7920,54.0,32.2,557,1,3,2,1
7920,54.0,262.5,4536,21,22,2,0
7920,54.0,317.2,5481,25,26,3,1
7920,54.0,326.8,5648,25,26,3,1
7920,54.0,404.5,6990,32,33,2,1
7920,54.0,513.5,8873,41,42,2,1
7920,54.0,570.2,9854,44,45,2,1
7920,60.0,33.9,585,2,3,2,1
7920,60.0,261.2,4514,20,21,2,1
7920,60.0,368.0,6359,28,29,2,1
7920,60.0,467.5,8078,39,40,2,1
7920,66.0,30.0,518,1,3,2,1
7920,66.0,173.8,3004,15,16,3,1
7920,66.0,184.7,3191,15,16,3,1
7920,66.0,317.1,5480,24,25,4,1
7920,66.0,330.2,5707,24,25,4,1
7920,66.0,343.4,5934,24,25,4,1
7920,66.0,385.4,6660,27,30,3,1
7920,66.0,399.4,6902,27,30,3,1
7920,72.0,9.9,171,0,1,2,1
7920,72.0,23.3,403,1,3,3,1
7920,72.0,30.4,526,1,3,3,1
7920,72.0,132.0,2281,12,13,3,1
7920,72.0,143.0,2471,12,13,3,1
7920,72.0,187.8,3244,15,16,2,1
7920,72.0,308.5,5331,27,28,2,1
7920,72.0,339.5,5867,29,30,2,1
7920,72.0,378.8,6545,33,34,3,1
7920,72.0,388.0,6705,33,34,3,1
7920,72.0,424.9,7342,36,39,3,1
7920,72.0,436.9,7550,36,39,3,1
7920,78.0,10.1,175,0,1,2,1
7920,78.0,25.4,438,1,3,2,1
7920,78.0,128.5,2220,12,13,3,1
7920,78.0,139.0,2402,12,13,3,1
7920,78.0,209.6,3622,18,20,2,1
7920,78.0,252.8,4368,23,24,2,1
7920,78.0,275.8,4766,24,25,3,1
7920,78.0,286.2,4945,24,25,3,1
7920,78.0,377.8,6528,34,35,2,1
7920,78.0,433.0,7482,38,39,4,1
7920,78.0,443.5,7664,38,39,4,1
7920,78.0,454.0,7845,38,39,4,1
7920,78.0,502.5,8683,42,44,2,1
7920,84.0,23.6,408,1,3,2,1
7920,84.0,83.8,1447,8,9,2,1
7920,84.0,109.2,1888,10,11,2,1
7920,84.0,271.5,4692,24,25,2,1
7920,84.0,353.0,6100,32,33,2,1
7920,84.0,405.2,7001,35,38,2,1
7920,84.0,457.2,7901,40,41,2,1
7920,84.0,477.0,8243,41,42,2,1
7920,84.0,491.0,8484,42,43,2,1
7920,90.0,117.0,2022,13,14,2,1
7920,90.0,228.2,3944,23,26,2,1
7920,90.0,373.1,6448,36,40,2,1
7920,90.0,404.5,6990,41,42,2,1
7920,90.0,466.8,8067,45,47,3,1
7920,90.0,480.4,8302,45,47,3,1
7920,96.0,11.0,190,0,1,2,1
7920,96.0,175.5,3033,16,17,2,1
7920,96.0,257.2,4445,23,24,2,1
7920,96.0,276.5,4778,24,25,2,1
7920,96.0,296.2,5119,25,27,2,1
7920,96.0,349.9,6047,32,34,2,1
7920,96.0,367.4,6349,34,37,2,1
7920,96.0,414.5,7163,41,42,3,1
7920,96.0,422.0,7292,41,42,3,1
7920,96.0,450.2,7780,43,44,2,1
7920,102.0,16.6,287,0,3,2,1
7920,102.0,36.6,632,3,6,2,1
7920,102.0,133.5,2307,13,14,2,1
7920,102.0,175.9,3040,15,16,2,1
7920,102.0,201.9,3489,16,19,2,1
7920,102.0,301.8,5215,26,28,2,1
7920,102.0,355.6,6145,34,37,3,1
7920,102.0,363.6,6282,34,37,3,1
7920,102.0,427.9,7394,42,43,4,1
7920,102.0,436.2,7538,42,43,4,1
7920,102.0,444.6,7683,42,43,4,1
7920,108.0,150.8,2605,14,15,2,1
7920,108.0,208.9,3609,18,20,2,1
7920,108.0,235.3,4067,20,21,3,1
7920,108.0,248.7,4297,20,21,3,1
7920,108.0,283.8,4903,22,23,2,1
7920,108.0,305.2,5275,23,25,2,1
7920,114.0,88.2,1525,7,8,2,1
7920,114.0,213.2,3685,17,18,2,1
7920,114.0,285.2,4929,22,23,2,1
7920,114.0,383.0,6618,32,33,2,1
7920,120.0,90.9,1570,6,8,2,1
7920,120.0,122.1,2110,9,10,4,1
7920,120.0,133.2,2303,9,10,4,1
7920,120.0,144.4,2495,9,10,4,1
7920,120.0,215.9,3730,14,16,2,1
7920,120.0,243.5,4208,17,18,6,1
7920,120.0,251.5,4346,17,18,6,1
7920,120.0,259.5,4484,17,18,6,1
7920,120.0,267.5,4622,17,18,6,1
7920,120.0,275.5,4761,17,18,6,1
7920,120.0,291.0,5028,18,19,3,1
7920,120.0,298.5,5158,18,19,3,1
7920,120.0,362.2,6260,25,26,2,1
7920,126.0,28.0,484,1,2,2,1
7920,126.0,129.2,2233,9,10,2,1
7920,126.0,228.0,3940,17,18,2,1
7920,126.0,253.7,4384,19,20,7,1
7920,126.0,262.4,4535,19,20,7,1
7920,126.0,271.1,4685,19,20,7,1
7920,126.0,279.9,4836,19,20,7,1
7920,126.0,288.6,4987,19,20,7,1
7920,126.0,297.3,5137,19,20,7,1
7920,126.0,314.8,5440,20,21,3,1
7920,126.0,323.7,5593,20,21,3,1
7920,126.0,377.2,6519,25,26,2,1
7920,126.0,416.2,7193,28,29,2,1
7920,126.0,446.5,7716,30,31,2,1
7920,132.0,37.7,651,2,3,3,1
7920,132.0,48.3,835,2,3,3,1
7920,132.0,104.0,1797,6,7,2,1
7920,132.0,177.8,3072,11,16,2,1
7920,132.0,244.5,4225,21,22,2,1
7920,132.0,271.6,4693,23,24,3,1
7920,132.0,279.2,4824,23,24,3,1
7920,132.0,491.2,8487,42,45,2,1
7920,138.0,30.5,527,1,3,2,1
7920,138.0,257.9,4456,21,23,2,1
7920,138.0,370.7,6405,31,32,3,1
7920,138.0,380.3,6572,31,32,3,1
7920,138.0,423.7,7321,34,35,3,1
7920,138.0,432.8,7479,34,35,3,1
7920,144.0,32.5,562,1,2,2,1
7920,144.0,169.2,2925,10,11,2,1
7920,144.0,192.0,3318,11,12,2,1
7920,144.0,241.0,4164,14,15,2,1
7920,144.0,324.0,5599,21,22,4,1
7920,144.0,335.0,5789,21,22,4,1
7920,144.0,346.0,5979,21,22,4,1
7920,144.0,398.5,6886,25,26,2,1
7920,144.0,473.5,8182,31,32,2,1
7920,144.0,566.8,9793,39,40,2,1
7920,150.0,39.8,688,2,3,3,1
7920,150.0,51.2,884,2,3,3,1
7920,150.0,93.5,1616,4,5,2,1
7920,150.0,233.5,4035,15,16,2,1
7920,150.0,268.2,4635,17,18,2,1
7920,150.0,355.5,6143,24,25,2,1
7920,150.0,379.0,6549,25,26,2,1
7920,156.0,43.8,756,2,3,2,1
7920,156.0,89.8,1551,4,5,2,1
7920,156.0,327.2,5655,22,23,2,1
7920,156.0,378.3,6538,26,27,3,1
7920,156.0,387.2,6690,26,27,3,1
7920,156.0,420.8,7271,28,29,2,1
7920,156.0,538.5,9305,35,36,2,1
7920,156.0,587.8,10156,38,39,3,1
7920,156.0,601.5,10394,38,39,3,1
7920,156.0,627.2,10837,39,41,3,1
7920,156.0,639.1,11043,39,41,3,1
7920,156.0,665.8,11504,41,42,2,1
7920,156.0,742.0,12822,49,50,2,1
7920,156.0,768.4,13278,50,51,4,1
7920,156.0,782.8,13526,50,51,4,1
7920,156.0,797.1,13774,50,51,4,1
7920,156.0,886.8,15324,55,56,2,1
7920,156.0,985.2,17024,63,65,2,1
7920,156.0,1011.3,17476,65,71,2,1
7920,156.0,1157.6,20004,78,79,2,0
7920,162.0,39.5,683,1,2,3,1
7920,162.0,58.5,1011,1,2,3,1
7920,162.0,302.0,5219,17,18,3,1
7920,162.0,315.0,5443,17,18,3,1
7920,162.0,406.1,7018,24,25,4,1
7920,162.0,419.8,7253,24,25,4,1
7920,162.0,433.4,7489,24,25,4,1
7920,162.0,463.0,8001,25,26,2,1
7920,162.0,593.3,10253,35,36,3,1
7920,162.0,612.7,10587,35,36,3,1
7920,162.0,698.6,12072,39,40,4,1
7920,162.0,715.2,12360,39,40,4,1
7920,162.0,731.9,12647,39,40,4,1
7920,162.0,762.6,13178,40,41,5,1
7920,162.0,776.7,13421,40,41,5,1
7920,162.0,790.8,13665,40,41,5,1
7920,162.0,804.9,13909,40,41,5,1
7920,162.0,875.9,15135,45,46,2,1
7920,162.0,915.7,15823,48,49,5,1
7920,162.0,927.9,16034,48,49,5,1
7920,162.0,940.1,16245,48,49,5,1
7920,162.0,952.3,16456,48,49,5,1
7920,162.0,1007.0,17401,52,53,2,1
7920,162.0,1080.0,18662,55,56,2,1
7920,162.0,1133.8,19591,57,58,2,1
7920,162.0,1169.2,20205,58,59,2,1
7920,162.0,1206.0,20840,59,60,3,1
7920,162.0,1224.5,21159,59,60,3,1
7920,162.0,1351.5,23354,66,67,3,1
7920,162.0,1366.0,23604,66,67,3,1
7920,168.0,41.0,708,1,3,4,1
7920,168.0,60.0,1037,1,3,4,1
7920,168.0,79.0,1365,1,3,4,1
7920,168.0,180.5,3119,7,8,2,1
7920,168.0,353.2,6104,19,20,2,1
7920,168.0,500.2,8643,27,28,3,1
7920,168.0,520.3,8991,27,28,3,1
7920,168.0,642.5,11102,34,35,2,1
7920,168.0,723.2,12498,39,40,2,1
7920,168.0,829.0,14325,44,45,2,1
7920,168.0,899.2,15538,49,51,4,1
7920,168.0,911.1,15744,49,51,4,1
7920,168.0,923.1,15951,49,51,4,1
7920,168.0,949.0,16399,51,52,2,1
7920,168.0,978.8,16913,52,53,2,0
7920,168.0,1027.7,17758,54,55,3,1
7920,168.0,1044.3,18046,54,55,3,1
7920,168.0,1077.5,18619,55,56,2,1
7920,168.0,1266.6,21887,65,66,2,1
7920,174.0,160.3,2771,4,5,3,1
7920,174.0,177.7,3070,4,5,3,1
7920,174.0,419.5,7249,19,20,2,1
7920,174.0,502.0,8675,24,25,2,1
7920,174.0,531.2,9179,25,26,3,1
7920,174.0,543.8,9397,25,26,3,1
7920,174.0,615.2,10631,29,30,5,1
7920,174.0,632.4,10928,29,30,5,1
7920,174.0,649.6,11225,29,30,5,1
7920,174.0,666.8,11522,29,30,5,1
7920,174.0,699.3,12084,30,31,3,1
7920,174.0,714.7,12349,30,31,3,1
7920,174.0,881.7,15235,35,36,3,1
7920,174.0,896.8,15497,35,36,3,1
7920,174.0,922.0,15932,36,37,2,1
7920,174.0,947.5,16373,37,38,4,1
7920,174.0,963.0,16641,37,38,4,1
7920,174.0,978.5,16908,37,38,4,1
7920,174.0,1055.5,18239,41,42,2,1
7920,180.0,40.2,696,1,2,2,1
7920,180.0,133.2,2301,5,6,3,1
7920,180.0,151.3,2615,5,6,3,0
7920,180.0,209.5,3620,7,8,2,1
7920,180.0,356.0,6152,13,14,2,1
7920,180.0,524.2,9059,24,25,2,1
7920,180.0,560.5,9685,25,26,2,1
7920,180.0,612.2,10580,26,27,2,1
7920,180.0,666.5,11517,27,28,2,1
7920,180.0,847.2,14640,34,35,2,1
7920,180.0,900.0,15552,35,36,2,1
7920,186.0,80.8,1395,5,6,2,1
7920,186.0,186.4,3221,13,14,2,1
7920,186.0,532.0,9193,32,33,2,1
7920,186.0,565.2,9768,33,34,2,1
7920,186.0,610.0,10541,34,35,3,1
7920,186.0,635.5,10981,34,35,3,1
7920,186.0,1097.3,18962,61,62,3,1
7920,186.0,1108.7,19158,61,62,3,1
7920,192.0,29.9,517,1,2,7,1
7920,192.0,40.9,706,1,2,7,1
7920,192.0,51.8,895,1,2,7,1
7920,192.0,62.7,1084,1,2,7,1
7920,192.0,73.6,1273,1,2,7,1
7920,192.0,84.6,1461,1,2,7,1
7920,192.0,107.5,1858,2,3,2,1
7920,192.0,156.6,2706,5,6,2,1
7920,192.0,185.2,3200,6,8,2,1
7920,192.0,208.7,3606,8,11,2,1
7920,192.0,228.2,3943,11,13,3,1
7920,192.0,237.1,4097,11,13,3,1
7920,192.0,276.4,4776,15,16,4,1
7920,192.0,286.8,4955,15,16,4,1
7920,192.0,297.1,5134,15,16,4,1
7920,192.0,325.0,5616,17,18,3,1
7920,192.0,334.5,5780,17,18,3,1
7920,192.0,366.4,6331,20,21,4,1
7920,192.0,376.2,6502,20,21,4,1
7920,192.0,386.1,6672,20,21,4,1
7920,192.0,540.0,9330,25,27,10,1
7920,192.0,555.9,9606,25,27,10,1
7920,192.0,571.8,9882,25,27,10,1
7920,192.0,587.8,10157,25,27,10,1
7920,192.0,603.8,10433,25,27,10,1
7920,192.0,619.7,10708,25,27,10,1
7920,192.0,635.7,10984,25,27,10,1
7920,192.0,651.6,11260,25,27,10,1
7920,192.0,667.5,11535,25,27,10,1
7920,192.0,708.0,12234,28,29,2,1
7920,198.0,289.1,4995,19,30,10,1
7920,198.0,302.3,5224,19,30,10,1
7920,198.0,315.5,5452,19,30,10,1
7920,198.0,328.7,5680,19,30,10,1
7920,198.0,341.9,5909,19,30,10,1
7920,198.0,355.1,6137,19,30,10,1
7920,198.0,368.4,6365,19,30,10,1
7920,198.0,381.6,6594,19,30,10,1
7920,198.0,394.8,6822,19,30,10,1
7920,198.0,425.6,7354,30,31,3,1
7920,198.0,443.2,7658,30,31,3,1
7920,198.0,539.5,9323,38,39,2,1
7920,198.0,761.8,13163,53,54,2,1
7920,198.0,786.8,13596,55,56,3,1
7920,198.0,796.7,13766,55,56,3,1
7920,198.0,813.5,14057,56,57,2,1
7920,198.0,837.8,14478,58,59,3,1
7920,198.0,847.2,14639,58,59,3,1
7920,204.0,47.0,812,1,2,2,1
7920,204.0,88.9,1536,3,7,5,1
7920,204.0,102.3,1768,3,7,5,1
7920,204.0,115.7,1999,3,7,5,1
7920,204.0,129.1,2231,3,7,5,1
7920,204.0,182.4,3152,9,10,6,1
7920,204.0,195.3,3375,9,10,6,1
7920,204.0,208.2,3599,9,10,6,1
7920,204.0,221.2,3822,9,10,6,1
7920,204.0,234.1,4045,9,10,6,1
7920,204.0,267.6,4624,11,12,5,1
7920,204.0,277.7,4799,11,12,5,1
7920,204.0,287.8,4973,11,12,5,1
7920,204.0,297.9,5148,11,12,5,1
7920,204.0,316.8,5473,12,13,2,1
7920,204.0,374.0,6463,17,18,3,1
7920,204.0,382.5,6610,17,18,3,1
7920,204.0,404.8,6994,18,19,2,1
7920,204.0,510.0,8813,28,29,2,1
7920,204.0,591.5,10221,35,36,2,1
7920,204.0,610.5,10549,36,37,2,1
7920,204.0,631.0,10904,37,38,3,1
7920,204.0,642.0,11094,37,38,3,1
7920,210.0,76.7,1325,4,6,4,1
7920,210.0,88.1,1523,4,6,4,1
7920,210.0,99.6,1720,4,6,4,1
7920,210.0,134.4,2322,7,8,9,1
7920,210.0,146.3,2528,7,8,9,1
7920,210.0,158.2,2733,7,8,9,1
7920,210.0,170.1,2939,7,8,9,1
7920,210.0,181.9,3144,7,8,9,1
7920,210.0,193.8,3349,7,8,9,1
7920,210.0,205.7,3555,7,8,9,1
7920,210.0,217.6,3760,7,8,9,1
7920,210.0,263.0,4545,10,11,2,1
7920,210.0,308.0,5322,13,14,2,1
7920,210.0,350.0,6048,17,18,2,1
7920,210.0,501.2,8662,32,33,2,1
7920,210.0,598.2,10338,39,40,2,1
7920,210.0,657.5,11362,43,44,2,1
7920,210.0,815.8,14096,58,59,2,1
7920,210.0,841.0,14532,59,61,4,1
7920,210.0,851.0,14705,59,61,4,0
7920,210.0,861.0,14878,59,61,4,0
7920,216.0,82.5,1426,5,6,2,1
7920,216.0,119.9,2071,8,9,5,1
7920,216.0,127.7,2207,8,9,5,1
7920,216.0,135.6,2343,8,9,5,1
7920,216.0,143.5,2479,8,9,5,1
7920,216.0,160.3,2769,9,12,5,1
7920,216.0,169.2,2924,9,12,5,1
7920,216.0,178.1,3078,9,12,5,1
7920,216.0,187.1,3233,9,12,5,1
7920,216.0,207.5,3586,12,13,2,1
7920,216.0,234.2,4048,14,15,2,1
7920,216.0,377.9,6530,29,30,2,1
7920,216.0,526.0,9089,45,46,4,1
7920,216.0,534.5,9236,45,46,4,1
7920,216.0,543.0,9383,45,46,4,1
7920,216.0,570.2,9854,47,48,2,1
7920,216.0,626.2,10822,51,52,2,1
7920,216.0,665.1,11493,53,54,3,1
7920,216.0,677.2,11701,53,54,3,1
7920,216.0,732.5,12658,57,58,2,1
7920,216.0,767.5,13262,59,60,2,0
7920,222.0,57.9,1000,3,4,2,1
7920,222.0,85.4,1475,4,6,2,1
7920,222.0,112.0,1935,6,7,2,1
7920,222.0,134.8,2328,7,10,4,1
7920,222.0,146.0,2523,7,10,4,1
7920,222.0,157.2,2717,7,10,4,1
7920,222.0,328.9,5683,24,26,2,1
7920,222.0,515.0,8899,43,44,2,1
7920,222.0,592.3,10236,50,51,3,1
7920,222.0,600.7,10380,50,51,3,1
7920,222.0,675.5,11673,57,58,2,1
7920,222.0,694.8,12005,58,59,2,1
7920,228.0,68.5,1184,5,6,2,1
7920,228.0,89.8,1551,6,7,2,1
7920,228.0,123.8,2140,9,11,3,0
7920,228.0,134.4,2323,9,11,3,1
7920,228.0,453.9,7843,42,43,2,1
7920,228.0,526.2,9094,50,51,2,1
7920,228.0,541.2,9353,51,54,2,1
7920,228.0,645.0,11146,63,64,2,1
7920,234.0,43.8,756,3,4,2,1
7920,234.0,66.1,1142,4,5,3,1
7920,234.0,76.2,1316,4,5,3,1
7920,234.0,108.1,1868,7,8,2,1
7920,234.0,128.4,2218,8,10,2,1
7920,234.0,167.5,2894,12,13,2,1
7920,234.0,381.7,6595,34,36,3,1
7920,234.0,392.1,6775,34,36,3,1
7920,234.0,590.4,10202,57,58,4,1
7920,234.0,599.8,10364,57,58,4,1
7920,234.0,609.1,10526,57,58,4,1
7920,240.0,39.1,676,3,5,2,1
7920,240.0,111.0,1918,10,11,3,1
7920,240.0,121.0,2091,10,11,3,1
7920,240.0,240.5,4156,22,23,2,1
7920,240.0,278.8,4817,26,27,2,1
7920,240.0,295.0,5098,27,28,2,1
7920,240.0,315.0,5443,28,32,2,1
7920,240.0,334.8,5784,32,33,2,1
7920,240.0,448.4,7748,43,44,2,1
7920,240.0,464.6,8029,44,48,2,1
7920,240.0,557.5,9634,57,58,3,1
7920,240.0,564.5,9755,57,58,3,1
7920,240.0,580.2,10027,58,59,2,1
7920,246.0,94.1,1626,7,8,4,1
7920,246.0,104.8,1810,7,8,4,1
7920,246.0,115.4,1994,7,8,4,1
7920,246.0,134.0,2316,8,9,2,1
7920,246.0,203.0,3508,14,15,2,1
7920,246.0,483.6,8356,44,45,2,1
7920,246.0,504.8,8723,45,49,2,1
7920,246.0,534.9,9243,51,52,2,1
7920,246.0,549.2,9490,52,54,3,1
7920,246.0,557.1,9626,52,54,3,1
7920,252.0,88.1,1523,5,6,4,1
7920,252.0,101.8,1758,5,6,4,1
7920,252.0,115.4,1994,5,6,4,1
7920,252.0,305.9,5286,25,26,2,1
7920,252.0,516.5,8925,49,55,3,1
7920,252.0,530.5,9167,49,55,3,1
7920,258.0,64.4,1112,5,6,7,1
7920,258.0,73.7,1274,5,6,7,1
7920,258.0,83.1,1435,5,6,7,1
7920,258.0,92.4,1597,5,6,7,1
7920,258.0,101.8,1759,5,6,7,1
7920,258.0,111.1,1921,5,6,7,1
7920,258.0,128.5,2220,6,7,2,1
7920,258.0,147.2,2544,7,8,2,1
7920,258.0,264.4,4568,19,21,2,1
7920,258.0,281.6,4866,21,23,2,1
7920,258.0,299.0,5167,23,25,2,1
7920,264.0,60.6,1047,4,5,7,1
7920,264.0,70.1,1212,4,5,7,1
7920,264.0,79.7,1377,4,5,7,1
7920,264.0,89.3,1543,4,5,7,1
7920,264.0,98.9,1708,4,5,7,1
7920,264.0,108.4,1874,4,5,7,1
7920,264.0,196.9,3403,13,14,2,1
7920,264.0,213.4,3688,14,17,2,1
7920,264.0,244.6,4227,19,20,2,1
7920,264.0,258.6,4469,20,22,2,1
7920,264.0,296.7,5126,24,25,2,1
7920,264.0,311.4,5381,25,28,2,1
7920,264.0,410.9,7100,38,39,2,1
7920,264.0,427.0,7379,39,41,2,1
7920,264.0,445.4,7697,41,44,2,1
7920,264.0,475.5,8218,45,46,2,1
7920,270.0,59.4,1027,4,5,6,1
7920,270.0,70.3,1215,4,5,6,1
7920,270.0,81.2,1404,4,5,6,1
7920,270.0,92.2,1593,4,5,6,1
7920,270.0,103.1,1781,4,5,6,1
7920,270.0,205.3,3548,11,15,3,1
7920,270.0,216.5,3741,11,15,3,1
7920,270.0,238.1,4114,15,20,2,1
7920,270.0,363.3,6278,32,33,2,1
7920,270.0,389.6,6732,33,40,2,1
7920,270.0,489.8,8464,49,52,2,1
7920,276.0,66.7,1152,5,6,6,1
7920,276.0,77.3,1336,5,6,6,1
7920,276.0,88.0,1521,5,6,6,1
7920,276.0,98.7,1705,5,6,6,1
7920,276.0,109.3,1889,5,6,6,1
7920,276.0,207.9,3592,13,15,2,1
7920,276.0,268.5,4640,20,21,2,1
7920,276.0,287.9,4975,21,22,2,1
7920,276.0,337.7,5835,26,27,2,1
7920,276.0,479.5,8286,43,46,2,1
7920,282.0,58.2,1006,5,6,7,1
7920,282.0,68.9,1191,5,6,7,1
7920,282.0,79.6,1376,5,6,7,1
7920,282.0,90.4,1561,5,6,7,1
7920,282.0,101.1,1747,5,6,7,1
7920,282.0,111.8,1932,5,6,7,1
7920,282.0,190.6,3294,11,12,2,1
7920,282.0,264.9,4577,18,22,2,1
7920,282.0,475.8,8222,50,51,3,1
7920,282.0,484.7,8375,50,51,3,1
7920,288.0,56.8,982,5,6,8,1
7920,288.0,65.6,1134,5,6,8,1
7920,288.0,74.4,1286,5,6,8,1
7920,288.0,83.2,1439,5,6,8,1
7920,288.0,92.1,1591,5,6,8,1
7920,288.0,100.9,1743,5,6,8,1
7920,288.0,109.7,1895,5,6,8,1
7920,288.0,126.5,2186,6,7,2,1
7920,288.0,485.2,8385,47,48,2,1
7920,294.0,59.1,1022,5,6,8,1
7920,294.0,68.2,1179,5,6,8,1
7920,294.0,77.4,1337,5,6,8,1
7920,294.0,86.5,1495,5,6,8,1
7920,294.0,95.6,1652,5,6,8,1
7920,294.0,104.8,1810,5,6,8,1
7920,294.0,113.9,1968,5,6,8,1
7920,294.0,217.0,3750,16,17,3,1
7920,294.0,224.5,3879,16,17,3,1
7920,294.0,266.8,4609,20,21,2,1
7920,294.0,354.5,6125,30,31,2,1
7920,294.0,376.7,6510,31,37,2,1
7920,294.0,419.0,7240,39,40,2,1
7920,294.0,456.5,7888,41,42,2,1
7920,300.0,79.7,1377,6,7,6,1
7920,300.0,91.3,1578,6,7,6,1
7920,300.0,103.0,1780,6,7,6,1
7920,300.0,114.7,1981,6,7,6,1
7920,300.0,126.3,2183,6,7,6,1
7920,300.0,301.8,5214,23,24,2,1
7920,300.0,436.5,7543,39,40,2,1
7920,300.0,454.2,7848,40,41,3,1
7920,300.0,462.8,7998,40,41,3,1
7920,300.0,481.0,8312,41,42,2,1
7920,300.0,520.5,8994,44,45,3,1
7920,300.0,530.0,9158,44,45,3,1
7920,306.0,81.8,1414,7,8,6,1
7920,306.0,94.2,1627,7,8,6,1
7920,306.0,106.5,1840,7,8,6,1
7920,306.0,118.8,2053,7,8,6,1
7920,306.0,131.2,2267,7,8,6,1
7920,306.0,152.5,2635,8,9,3,1
7920,306.0,161.5,2791,8,9,3,1
7920,306.0,290.1,5013,20,23,2,1
7920,306.0,388.4,6711,31,32,2,1
7920,312.0,91.1,1574,6,7,4,1
7920,312.0,106.6,1842,6,7,4,1
7920,312.0,122.2,2111,6,7,4,1
7920,312.0,169.0,2920,9,10,2,1
7920,312.0,193.5,3344,10,11,2,1
7920,312.0,240.7,4159,14,15,3,1
7920,312.0,248.8,4300,14,15,3,1
7920,312.0,284.4,4915,17,18,2,1
7920,312.0,301.4,5208,18,21,2,1
7920,312.0,519.2,8973,39,40,2,1
7920,318.0,93.4,1614,6,7,6,1
7920,318.0,104.8,1812,6,7,6,1
7920,318.0,116.2,2009,6,7,6,1
7920,318.0,127.7,2206,6,7,6,1
7920,318.0,139.1,2403,6,7,6,1
7920,318.0,160.8,2778,7,8,2,1
7920,318.0,180.0,3110,8,9,2,1
7920,318.0,199.0,3439,9,10,4,1
7920,318.0,209.0,3612,9,10,4,1
7920,318.0,219.0,3784,9,10,4,1
7920,318.0,324.5,5607,19,21,2,1
7920,318.0,361.2,6241,23,24,2,1
7920,318.0,379.0,6549,24,27,4,1
7920,318.0,386.7,6682,24,27,4,1
7920,318.0,394.3,6814,24,27,4,1
7920,318.0,410.5,7093,27,28,2,1
7920,318.0,451.5,7802,31,32,2,1
7920,318.0,488.8,8446,34,35,2,1
7920,318.0,579.4,10012,41,44,2,1
7920,324.0,104.4,1804,6,7,6,1
7920,324.0,116.8,2019,6,7,6,1
7920,324.0,129.2,2233,6,7,6,1
7920,324.0,141.7,2448,6,7,6,1
7920,324.0,154.1,2663,6,7,6,1
7920,324.0,231.8,4005,11,12,2,1
7920,324.0,281.2,4860,15,16,2,1
7920,324.0,409.2,7072,27,28,2,1
7920,324.0,491.2,8487,35,36,3,1
7920,324.0,500.3,8646,35,36,3,1
7920,324.0,601.8,10398,43,44,2,1
7920,324.0,644.0,11128,47,48,2,1
7920,324.0,670.0,11578,49,50,2,1
7920,330.0,122.7,2121,7,8,7,1
7920,330.0,138.4,2392,7,8,7,1
7920,330.0,154.1,2664,7,8,7,1
7920,330.0,169.9,2935,7,8,7,1
7920,330.0,185.6,3207,7,8,7,1
7920,330.0,201.3,3478,7,8,7,1
7920,330.0,377.0,6515,24,25,2,1
7920,330.0,390.5,6748,25,26,2,1
7920,330.0,420.1,7259,27,28,2,1
7920,330.0,493.8,8533,33,34,3,1
7920,330.0,505.2,8729,33,34,3,1
7920,330.0,559.8,9672,36,37,2,1
7920,330.0,579.5,10014,37,38,2,1
7920,330.0,597.8,10329,38,39,2,1
7920,330.0,645.0,11146,42,43,2,1
7920,330.0,704.4,12172,48,49,2,1
7920,330.0,719.6,12435,49,51,2,1
7920,336.0,47.2,816,1,2,2,1
7920,336.0,124.7,2155,6,9,8,1
7920,336.0,139.1,2404,6,9,8,1
7920,336.0,153.5,2653,6,9,8,1
7920,336.0,167.9,2902,6,9,8,1
7920,336.0,182.3,3150,6,9,8,1
7920,336.0,196.7,3399,6,9,8,1
