z,theta_deg,k,r_l1_vox,conf
5648,222.0,47,767.0,1
5648,312.0,37,502.0,1
5648,312.0,38,509.0,1
5648,318.0,39,547.0,1
5680,12.0,71,995.5,1
5680,108.0,64,543.0,2
5680,144.0,57,619.0,1
5680,144.0,58,638.0,1
5680,192.0,69,1060.0,1
5680,222.0,56,794.0,1
5680,228.0,59,709.0,1
5680,306.0,46,500.0,1
5680,318.0,49,561.0,1
5680,318.0,50,577.0,1
5712,138.0,63,595.0,1
5712,150.0,60,678.5,1
5712,150.0,61,685.5,1
5712,150.0,62,700.5,1
5712,162.0,79,1305.5,1
5744,120.0,68,530.0,1
5744,126.0,62,555.0,1
5744,138.0,64,597.0,1
5744,204.0,70,1044.0,1
5744,204.0,71,1052.0,1
5776,120.0,63,536.0,1
5776,168.0,92,1300.0,1
5776,270.0,55,482.0,1
5776,276.0,54,466.0,1
5776,312.0,56,553.0,1
5776,312.0,57,562.0,2
5776,318.0,57,595.0,2
5808,168.0,97,1301.0,1
5808,276.0,63,471.0,1
5808,276.0,64,484.0,1
5808,306.0,57,533.0,1
5808,306.0,58,550.0,1
5808,312.0,59,541.0,1
5808,312.0,60,555.0,1
5808,336.0,54,818.0,1
5808,336.0,55,846.0,1
5840,36.0,71,717.0,1
5840,114.0,66,537.0,1
5840,114.0,67,544.0,1
5840,120.0,69,564.0,2
5840,126.0,72,555.0,1
5840,126.0,73,568.0,1
5840,126.0,74,574.0,1
5840,144.0,67,622.0,1
5840,168.0,94,1315.0,1
5840,180.0,62,1189.5,1
5840,210.0,64,990.0,1
5840,210.0,65,1000.0,1
5840,210.0,66,1010.0,1
5840,348.0,58,1184.0,1
5872,6.0,48,1125.0,1
5872,6.0,49,1133.0,1
5872,6.0,50,1143.0,1
5872,12.0,53,895.5,1
5872,108.0,70,546.0,1
5872,108.0,71,562.0,1
5872,120.0,66,541.0,2
5872,120.0,67,547.0,2
5872,120.0,68,560.0,1
5872,120.0,69,569.0,2
5872,126.0,66,552.0,2
5872,126.0,67,571.0,2
5872,162.0,91,1290.5,1
5872,168.0,90,1305.0,1
5904,102.0,71,552.0,1
5904,108.0,65,528.0,1
5904,108.0,66,541.0,1
5904,108.0,67,548.0,2
5904,114.0,67,515.0,2
5904,114.0,68,524.0,1
5904,114.0,69,538.0,2
5904,132.0,63,544.0,1
5904,132.0,64,554.0,1
5904,144.0,63,596.0,1
5904,162.0,97,1253.5,1
5904,168.0,86,1274.0,1
5904,252.0,48,516.0,1
5904,258.0,59,491.0,1
5904,258.0,60,501.0,1
5904,276.0,55,469.0,1
5904,276.0,56,478.0,1
5936,114.0,69,543.0,2
5936,114.0,70,559.0,1
5936,120.0,65,547.0,1
5936,180.0,60,1195.5,1
5936,228.0,53,574.0,1
5936,228.0,54,583.0,1
5936,228.0,55,602.0,1
5936,228.0,56,612.0,1
5936,228.0,57,622.0,1
5936,276.0,58,446.0,1
5936,276.0,59,460.0,1
5968,6.0,55,1194.0,1
5968,6.0,56,1211.0,1
5968,36.0,61,724.0,1
5968,96.0,70,561.0,1
5968,144.0,58,559.0,1
5968,156.0,68,671.0,1
6000,36.0,67,725.0,1
6000,330.0,54,601.0,1
6000,348.0,53,1246.0,1
6000,348.0,54,1262.0,1
6000,348.0,55,1280.0,1
6032,90.0,70,572.0,1
6032,114.0,69,528.0,2
6032,150.0,62,618.0,1
6032,174.0,70,1194.0,1
6032,174.0,71,1204.0,1
6032,180.0,58,1123.0,1
6032,330.0,51,574.0,1
6064,18.0,78,926.0,1
6064,18.0,79,937.0,1
6064,114.0,69,526.0,2
6064,258.0,45,433.0,1
6064,318.0,54,510.0,1
6096,18.0,73,912.5,1
6096,24.0,74,878.0,1
6096,24.0,75,889.0,1
6096,90.0,74,565.0,1
6096,114.0,68,529.0,1
6096,114.0,69,541.0,2
6096,120.0,59,532.0,1
6128,6.0,58,1150.5,1
6128,24.0,78,901.0,1
6128,162.0,83,1253.0,1
6128,162.0,84,1279.0,1
6128,174.0,62,1150.0,1
6128,264.0,43,463.0,1
6128,270.0,36,378.0,1
6128,276.0,40,371.0,1
6128,288.0,37,375.0,1
6128,288.0,38,381.0,1
6128,288.0,39,396.0,1
6128,300.0,39,391.0,1
6128,300.0,40,400.0,1
6128,300.0,41,408.0,1
6160,18.0,90,898.5,1
6160,18.0,91,906.5,1
6160,24.0,82,906.0,1
6160,162.0,93,1262.0,1
6160,168.0,81,1279.0,1
6160,180.0,52,1071.0,1
6160,354.0,61,1313.0,1
6160,354.0,62,1321.0,1
6160,354.0,63,1331.0,1
6192,6.0,48,1126.5,1
6192,18.0,87,898.5,1
6192,24.0,77,889.5,1
6192,78.0,68,603.0,1
6192,210.0,62,945.0,1
6192,210.0,63,953.0,1
6192,240.0,47,601.0,1
6192,240.0,48,611.0,1
6192,318.0,51,599.0,1
6192,354.0,55,1303.0,1
6192,354.0,56,1316.0,1
6224,12.0,68,931.0,1
6224,12.0,69,937.0,1
6224,18.0,75,914.0,1
6224,18.0,76,921.0,1
6224,24.0,74,884.0,1
6224,108.0,69,538.0,2
6224,108.0,70,552.0,2
6224,156.0,70,1051.0,1
6224,174.0,64,1131.0,1
6224,180.0,66,1085.0,1
6224,198.0,74,929.0,1
6224,198.0,75,939.0,1
6224,210.0,57,932.0,1
6224,210.0,58,941.0,1
6224,336.0,51,839.0,1
6224,354.0,50,1272.0,1
6256,6.0,53,1113.0,1
6256,6.0,54,1133.0,1
6256,24.0,76,898.5,1
6256,24.0,77,910.5,1
6256,96.0,68,578.0,1
6256,102.0,70,563.0,2
6256,102.0,71,570.0,1
6256,108.0,69,524.0,2
6256,108.0,70,535.0,2
6256,156.0,74,1106.0,1
6256,162.0,98,1229.0,1
6256,276.0,46,480.0,1
6256,276.0,47,496.0,1
6256,294.0,43,517.0,1
6256,294.0,44,525.0,1
6256,306.0,56,569.0,1
6256,336.0,53,871.5,1
6288,6.0,62,1101.0,1
6288,24.0,82,898.0,1
6288,24.0,83,912.0,1
6288,108.0,74,528.0,1
6288,108.0,75,546.0,1
6288,162.0,88,1200.0,1
6288,270.0,48,502.0,1
6288,282.0,48,509.0,2
6320,6.0,68,1111.0,1
6320,24.0,77,892.0,1
6320,24.0,78,911.0,1
6320,108.0,66,536.0,1
6320,108.0,67,550.0,2
6320,114.0,67,534.0,2
6320,144.0,64,600.0,1
6320,234.0,55,602.0,1
6320,234.0,56,610.0,1
6320,282.0,48,510.0,2
6352,6.0,58,1089.0,1
6352,6.0,59,1101.0,2
6352,108.0,71,534.0,1
6352,156.0,65,777.0,1
6352,192.0,66,1004.0,1
6352,246.0,59,543.0,1
6352,246.0,60,549.0,1
6352,252.0,58,527.0,1
6352,258.0,54,500.0,1
6352,258.0,55,512.0,2
6352,294.0,54,541.0,1
6352,300.0,52,545.0,1
6352,300.0,53,555.0,1
6352,324.0,52,694.0,1
6384,6.0,59,1082.0,2
6384,24.0,79,864.0,1
6384,24.0,80,881.0,2
6384,90.0,72,579.0,1
6384,108.0,67,538.0,1
6384,108.0,68,556.0,1
6384,114.0,60,537.0,1
6384,162.0,71,1234.0,1
6384,198.0,64,983.0,1
6384,204.0,42,725.0,1
6384,204.0,43,734.0,1
6384,204.0,44,747.0,1
6384,204.0,45,760.0,1
6384,240.0,57,569.0,1
6384,258.0,55,504.0,2
6384,258.0,56,518.0,1
6384,282.0,59,518.0,1
6384,306.0,50,574.0,1
6416,24.0,80,845.0,2
6416,24.0,81,857.0,1
6416,24.0,82,869.0,1
6416,96.0,72,558.0,1
6416,96.0,73,575.0,1
6416,96.0,74,583.0,1
6416,108.0,69,536.0,1
6416,114.0,65,535.0,1
6416,156.0,69,778.0,1
6416,330.0,67,738.0,1
6448,318.0,56,629.0,1
6448,330.0,65,740.5,1
6480,24.0,68,861.0,1
6480,24.0,69,874.0,1
6480,162.0,71,1230.0,1
6480,204.0,40,751.5,1
6480,210.0,56,767.5,1
6480,210.0,57,775.5,1
6480,240.0,56,559.0,1
6480,258.0,57,529.0,1
6480,258.0,58,540.0,1
6512,24.0,74,858.0,1
6512,24.0,75,865.0,1
6512,24.0,76,873.0,1
6512,156.0,66,760.0,1
6512,300.0,59,541.0,1
6512,312.0,53,571.5,1
6512,312.0,54,579.5,1
6512,348.0,62,1187.5,1
6512,348.0,63,1193.5,1
6544,12.0,63,944.5,1
6544,60.0,63,639.0,1
6544,138.0,57,578.0,1
6544,204.0,52,789.0,1
6544,258.0,65,546.0,1
6544,312.0,57,558.0,1
6544,312.0,58,566.0,1
6544,312.0,59,575.0,1
6544,312.0,60,581.0,1
6544,324.0,60,660.0,1
6544,348.0,60,1201.0,1
6576,0.0,52,1221.5,1
6576,0.0,53,1231.5,1
6576,24.0,73,859.0,2
6576,24.0,74,870.0,2
6576,84.0,62,586.0,1
6576,168.0,61,1185.5,1
6576,168.0,62,1205.5,1
6576,216.0,64,713.0,1
6576,294.0,60,534.0,1
6576,312.0,63,572.0,1
6576,348.0,55,1205.0,1
6576,348.0,56,1212.0,1
6608,24.0,73,854.0,2
6608,24.0,74,863.0,2
6608,114.0,59,534.0,1
6608,126.0,62,571.5,1
6608,174.0,58,1160.0,1
6608,216.0,69,745.0,1
6608,222.0,63,664.0,2
6608,228.0,69,621.5,1
6608,240.0,67,550.5,1
6608,324.0,62,671.5,1
6608,324.0,63,677.5,2
6608,342.0,67,1076.5,1
6640,0.0,53,1197.0,1
6640,0.0,54,1208.0,1
6640,6.0,66,1143.5,1
6640,18.0,68,927.5,2
6640,114.0,64,547.5,1
6640,150.0,60,685.5,1
6640,174.0,54,1170.0,1
6640,216.0,66,743.5,1
6640,222.0,63,653.5,2
6640,228.0,61,595.5,1
6640,228.0,62,608.5,1
6640,228.0,63,615.5,2
6640,234.0,60,571.5,1
6640,240.0,61,561.5,1
6640,324.0,63,676.0,2
6672,12.0,76,984.5,1
6672,18.0,68,934.5,2
6672,24.0,64,858.0,1
6672,24.0,65,868.0,1
6672,126.0,73,583.0,1
6672,126.0,74,589.0,1
6672,186.0,65,1104.0,1
6672,234.0,62,605.5,2
6672,234.0,63,611.5,1
6672,234.0,64,619.5,1
6672,240.0,62,573.5,2
6672,270.0,60,552.5,1
6672,270.0,61,558.5,1
6672,342.0,62,1029.0,1
6672,342.0,63,1050.0,1
6672,342.0,64,1066.0,1
6704,18.0,74,954.5,1
6704,24.0,61,871.5,1
6704,24.0,62,884.5,1
6704,102.0,71,580.0,1
6704,138.0,62,593.5,1
6704,168.0,60,1126.0,1
6704,204.0,57,811.5,1
6704,210.0,74,838.0,1
6704,240.0,66,624.0,1
6704,354.0,49,1241.5,1
6736,102.0,65,566.0,1
6736,132.0,70,557.0,1
6736,210.0,67,847.5,1
6736,210.0,68,856.5,1
6736,264.0,61,571.0,1
6736,270.0,66,562.0,1
6736,330.0,66,815.5,1
6768,150.0,60,925.5,1
6768,174.0,49,1140.5,1
6768,258.0,68,589.5,1
6768,318.0,57,627.0,1
6768,318.0,58,637.0,1
6800,96.0,58,568.0,1
6800,258.0,70,576.0,1
6800,258.0,71,588.0,1
6800,276.0,67,529.0,1
6800,294.0,61,518.0,1
6832,0.0,56,1200.5,1
6832,0.0,57,1222.5,1
6832,0.0,58,1231.5,1
6832,126.0,56,610.0,1
6832,222.0,75,769.0,1
6832,222.0,76,787.0,1
6832,300.0,58,519.0,1
6832,318.0,63,649.0,1
6832,354.0,70,1327.0,1
6864,150.0,67,937.0,1
6864,168.0,48,1122.0,1
6864,240.0,64,672.0,1
6864,264.0,61,561.0,1
6864,264.0,62,573.0,1
6864,288.0,55,487.0,1
6864,288.0,56,499.0,1
6864,324.0,63,727.0,1
6896,0.0,66,1227.0,1
6896,180.0,64,1098.0,1
6896,210.0,68,904.5,1
6896,216.0,64,880.5,1
6896,258.0,61,565.5,1
6896,258.0,62,575.5,1
6896,264.0,59,557.5,1
6896,354.0,56,1318.5,1
6928,84.0,66,603.0,1
6928,150.0,83,1020.0,1
6928,180.0,58,1036.0,1
6928,180.0,59,1044.0,1
6928,192.0,56,983.0,1
6928,228.0,54,687.0,1
6992,18.0,68,906.5,1
6992,24.0,71,870.0,1
6992,48.0,70,694.0,1
6992,150.0,77,762.0,1
6992,186.0,70,1061.5,1
6992,198.0,54,934.5,1
6992,198.0,55,961.5,1
6992,198.0,56,973.5,1
6992,204.0,57,844.0,1
6992,204.0,58,859.0,1
6992,204.0,59,874.0,1
6992,204.0,60,884.0,1
6992,246.0,52,526.0,1
6992,336.0,68,830.0,1
6992,336.0,69,848.0,1
6992,336.0,70,861.0,1
7024,174.0,60,1195.0,1
7024,174.0,61,1206.0,1
7024,174.0,62,1212.0,1
7024,192.0,71,973.0,1
7024,192.0,72,990.0,1
7024,192.0,73,1009.0,1
7024,192.0,74,1020.0,1
7024,198.0,75,926.0,1
7024,198.0,76,933.0,1
7024,198.0,77,943.0,1
7024,210.0,64,867.0,1
7024,210.0,65,876.0,1
7024,210.0,66,889.0,1
7024,264.0,58,482.0,1
7024,330.0,66,760.0,1
7024,348.0,75,1307.0,1
7056,24.0,67,912.0,1
7056,24.0,68,926.0,1
7056,96.0,61,580.0,1
7056,102.0,60,577.0,1
7056,186.0,67,1077.0,1
7056,186.0,68,1091.0,1
7056,204.0,67,917.5,1
7056,204.0,68,924.5,1
7056,216.0,68,824.5,1
7056,270.0,57,534.0,1
7056,288.0,52,485.0,1
7088,6.0,63,1160.0,1
7088,6.0,64,1170.0,1
7088,174.0,54,1168.0,1
7088,210.0,70,869.0,1
7120,42.0,63,710.0,1
7120,42.0,64,722.0,1
7120,48.0,66,683.0,1
7120,90.0,64,598.0,1
7120,96.0,66,592.0,2
7120,102.0,66,584.0,2
7120,102.0,67,592.0,1
7120,108.0,63,592.0,2
7120,126.0,60,611.0,1
7120,126.0,61,622.0,1
7120,216.0,66,804.0,1
7120,216.0,67,810.0,1
7120,216.0,68,826.0,1
7120,330.0,61,710.0,1
7152,24.0,73,879.0,1
7152,36.0,68,755.0,1
7152,36.0,69,769.0,1
7152,108.0,62,573.0,1
7152,108.0,63,587.0,2
7152,156.0,68,1243.0,1
7152,216.0,58,830.0,1
7152,216.0,59,840.0,1
7184,24.0,77,915.0,1
7184,108.0,68,578.0,1
7184,126.0,59,605.0,1
7184,126.0,60,617.0,1
7184,156.0,75,1194.0,1
7184,156.0,76,1203.0,1
7184,186.0,58,1098.5,1
7184,192.0,68,1073.0,1
7184,216.0,64,793.0,1
7184,216.0,65,801.0,2
7184,216.0,66,813.0,1
7184,216.0,67,820.0,1
7184,216.0,68,831.0,1
7184,216.0,69,843.0,1
7184,312.0,56,610.0,1
7184,318.0,57,637.0,1
7184,318.0,58,647.0,1
7184,318.0,59,655.0,1
7216,6.0,66,1121.0,1
7216,24.0,78,928.5,1
7216,78.0,58,600.0,1
7216,216.0,65,816.0,2
7248,6.0,59,1186.0,1
7248,96.0,62,579.0,1
7248,102.0,64,575.0,1
7248,102.0,65,585.0,1
7248,162.0,69,1257.5,1
7248,162.0,70,1263.5,1
7248,288.0,53,508.0,1
7248,294.0,56,516.0,1
7248,300.0,61,524.0,1
7248,300.0,62,530.0,1
7248,300.0,63,542.0,1
7280,30.0,74,868.0,1
7280,30.0,75,880.0,1
7280,30.0,76,886.0,1
7280,210.0,81,922.0,1
7280,210.0,82,932.0,1
7280,258.0,59,571.0,1
7280,258.0,60,578.0,1
7312,30.0,73,892.5,1
7312,132.0,52,631.0,1
7312,132.0,53,640.0,1
7312,192.0,73,1090.0,1
7312,198.0,78,1037.0,1
7312,264.0,59,561.0,1
7312,270.0,67,550.0,1
7312,270.0,68,557.0,1
7312,324.0,66,711.5,1
7344,30.0,72,882.0,1
7344,60.0,61,623.0,1
7344,102.0,55,567.0,1
7344,138.0,47,595.5,1
7344,168.0,67,1249.0,1
7344,258.0,58,557.5,1
7344,258.0,59,568.5,1
7344,264.0,63,560.5,1
7344,324.0,62,691.5,1
7344,324.0,63,705.5,1
7376,30.0,68,892.5,1
7376,186.0,70,1122.0,1
7376,186.0,71,1134.0,1
7376,222.0,63,699.0,1
7376,246.0,57,597.5,1
7376,264.0,58,548.0,2
7376,270.0,55,540.5,1
7376,336.0,61,850.0,2
7376,336.0,62,861.0,1
7408,168.0,80,1271.5,1
7408,264.0,58,532.0,2
7408,264.0,59,542.0,1
7408,336.0,60,833.0,1
7408,336.0,61,841.0,2
7440,120.0,53,457.0,1
7440,120.0,54,467.0,1
7440,120.0,55,480.0,1
7440,180.0,53,1157.0,1
7440,180.0,54,1164.0,1
7440,180.0,55,1170.0,1
7440,180.0,56,1180.0,2
7440,186.0,56,1143.0,2
7440,276.0,55,531.0,2
7440,282.0,55,523.5,2
7440,282.0,56,532.5,2
7440,288.0,55,530.5,2
7440,288.0,56,537.5,2
7472,228.0,56,592.5,1
7472,228.0,57,614.5,1
7472,234.0,60,577.0,1
7472,288.0,61,538.0,1
7504,60.0,61,651.0,1
7504,108.0,56,470.0,1
7504,168.0,64,1274.5,1
7504,168.0,65,1282.5,1
7504,180.0,57,1176.5,1
7504,180.0,58,1183.5,1
7504,318.0,50,608.0,1
7504,318.0,51,614.0,1
7536,24.0,68,869.5,1
7536,168.0,55,1255.5,1
7536,180.0,62,1170.0,1
7536,180.0,63,1179.0,1
7536,180.0,64,1186.0,1
7536,210.0,71,905.5,1
7536,300.0,46,533.0,1
7536,300.0,47,541.0,2
7536,306.0,47,539.5,2
7568,0.0,65,1334.5,1
7568,0.0,66,1347.5,1
7568,24.0,74,868.5,1
7568,114.0,58,491.0,1
7568,174.0,63,1266.5,1
7568,234.0,63,540.0,1
7568,234.0,64,552.0,1
7568,336.0,51,869.5,1
7600,54.0,54,615.0,1
7600,180.0,57,1166.0,1
7600,180.0,58,1182.0,1
7600,186.0,66,1075.0,1
7600,228.0,65,568.0,1
7632,54.0,56,580.0,2
7632,156.0,52,1163.0,1
7632,174.0,59,1264.5,1
7632,174.0,60,1285.5,1
7632,186.0,60,1108.0,1
7632,324.0,51,635.0,1
7632,324.0,53,652.0,1
7664,54.0,56,566.0,2
7664,96.0,64,484.0,1
7664,102.0,58,485.0,1
7664,234.0,53,549.5,1
7664,240.0,57,511.0,1
7664,270.0,46,423.0,1
7664,276.0,48,410.0,1
7664,276.0,49,421.0,1
7664,306.0,50,525.0,1
7696,6.0,59,1089.0,1
7696,96.0,59,483.5,1
7696,96.0,60,492.5,2
7696,102.0,60,489.5,2
7696,102.0,61,495.5,1
7696,174.0,59,1278.0,1
7696,228.0,55,606.0,1
7696,348.0,56,1239.0,1
7728,96.0,55,483.0,1
7728,102.0,59,483.0,1
7728,168.0,66,1297.0,1
7728,204.0,57,932.0,1
7728,222.0,53,689.0,1
7728,228.0,48,613.0,1
7728,330.0,53,715.0,1
7728,342.0,62,1134.0,1
7728,342.0,63,1141.0,1
7728,342.0,64,1153.0,1
7760,54.0,61,654.0,1
7760,72.0,46,481.0,1
7760,90.0,54,482.0,1
7760,96.0,52,475.0,2
7760,96.0,53,482.0,2
7760,102.0,55,486.0,1
7760,114.0,63,490.0,1
7760,114.0,64,505.0,1
7760,114.0,65,514.0,1
7760,174.0,58,1256.0,1
7760,282.0,41,414.0,1
7792,12.0,57,1005.0,1
7792,42.0,59,681.0,1
7792,42.0,60,693.0,1
7792,96.0,52,469.0,2
7792,96.0,53,480.0,2
7792,102.0,53,481.0,2
7792,108.0,57,506.0,1
7792,246.0,42,537.0,1
7792,324.0,51,645.5,1
7792,324.0,52,653.5,1
7824,6.0,54,1097.5,1
7824,96.0,51,472.0,1
7824,216.0,52,740.5,1
7824,222.0,48,649.0,1
7824,222.0,49,661.0,1
7824,222.0,50,669.0,1
7824,342.0,72,1255.0,1
7856,18.0,60,896.0,1
7856,24.0,58,858.0,1
7856,78.0,47,458.0,1
7856,78.0,48,464.0,1
7856,84.0,44,451.0,2
7856,90.0,44,454.0,2
7856,240.0,41,531.0,1
7856,240.0,42,540.0,1
7856,246.0,43,521.0,1
7856,246.0,44,530.0,1
7856,336.0,61,903.5,1
7888,90.0,46,421.0,1
7888,96.0,39,431.0,1
7888,186.0,59,1102.0,1
7888,186.0,60,1115.0,1
7888,198.0,69,983.0,1
7888,234.0,57,591.0,1
7888,234.0,58,604.0,1
7920,114.0,38,443.0,1
7952,6.0,53,1003.0,1
7952,72.0,46,490.0,1
7952,102.0,50,530.0,1
7952,114.0,43,445.0,1
7952,114.0,44,453.0,1
7952,120.0,40,471.0,1
7952,168.0,73,1317.0,1
7952,168.0,74,1329.0,1
7952,246.0,60,550.0,1
7952,258.0,59,505.0,1
7952,258.0,60,515.0,1
7952,312.0,50,561.0,1
7952,318.0,53,600.0,2
7952,324.0,50,675.0,1
7984,36.0,56,675.0,1
7984,90.0,47,549.0,1
7984,102.0,51,529.0,1
7984,168.0,80,1268.5,1
7984,216.0,58,758.0,1
7984,264.0,60,502.0,1
7984,270.0,56,494.0,1
7984,276.0,52,492.0,1
7984,318.0,53,614.0,2
8016,108.0,51,544.0,1
8016,144.0,42,603.0,1
8016,144.0,43,609.0,1
8016,144.0,44,617.0,1
8016,174.0,64,1298.0,1
8016,270.0,52,475.0,1
8016,270.0,53,489.0,1
8016,324.0,48,656.5,1
8016,330.0,52,728.0,1
8048,18.0,63,860.0,1
8048,18.0,64,870.0,1
8048,24.0,66,787.0,1
8048,24.0,67,793.0,1
8048,24.0,68,801.0,1
8048,42.0,54,633.0,1
8048,186.0,54,1100.5,1
8048,234.0,54,529.0,1
8048,330.0,49,736.5,1
8048,330.0,50,745.5,1
8048,330.0,51,752.5,1
8080,102.0,51,566.0,1
8080,318.0,48,613.0,1
8112,120.0,43,534.0,1
8112,156.0,76,1276.0,1
8112,258.0,58,504.0,1
8112,336.0,61,863.0,1
8144,36.0,56,660.0,1
8144,42.0,61,614.0,1
8144,48.0,58,578.0,1
8144,102.0,53,520.0,1
8144,102.0,54,534.0,1
8144,114.0,62,564.0,1
8144,150.0,61,963.0,1
8144,258.0,48,503.0,1
8176,18.0,58,825.5,1
8176,18.0,59,833.5,1
8176,36.0,59,651.0,1
8176,42.0,58,606.0,1
8176,156.0,92,1295.0,1
8176,156.0,93,1312.0,1
8176,168.0,77,1253.0,1
8176,168.0,78,1261.0,1
8208,12.0,58,920.0,1
8208,12.0,59,933.0,1
8208,18.0,51,853.0,1
8208,18.0,52,862.0,1
8208,18.0,53,869.0,1
8208,36.0,56,648.0,1
8208,42.0,52,605.0,1
8208,108.0,54,506.0,1
8208,156.0,72,1341.0,1
8208,264.0,54,475.0,1
8208,276.0,46,440.0,1
8208,288.0,49,440.0,1
8208,342.0,68,1129.0,1
8240,18.0,59,853.0,1
8240,42.0,54,597.0,1
8240,48.0,50,560.0,1
8240,54.0,49,526.0,2
8240,60.0,49,499.0,2
8240,72.0,49,463.0,1
8240,120.0,53,497.0,1
8240,156.0,83,1309.0,1
8240,156.0,84,1339.0,1
8240,168.0,80,1267.0,2
8240,222.0,65,628.0,1
8240,222.0,66,638.0,1
8240,348.0,75,1327.0,1
8240,348.0,76,1334.0,1
8272,18.0,55,854.0,1
8272,54.0,52,518.0,1
8272,60.0,54,492.0,1
8272,66.0,51,472.0,1
8272,72.0,50,456.0,1
8272,78.0,49,447.0,1
8272,84.0,44,444.0,1
8272,90.0,49,445.0,1
8272,96.0,48,451.0,1
8272,114.0,53,502.0,1
8272,120.0,55,516.0,1
8272,168.0,80,1259.0,2
8272,228.0,56,581.0,1
8272,276.0,49,485.0,1
8304,18.0,57,861.0,1
8304,168.0,73,1248.0,1
8304,222.0,57,626.0,1
8304,228.0,53,570.0,1
8304,234.0,45,541.0,1
8336,18.0,64,889.0,1
8336,150.0,53,983.0,1
8336,300.0,35,504.0,1
8336,300.0,36,514.0,1
8336,300.0,37,524.0,1
8336,306.0,38,517.0,1
8336,306.0,39,523.0,1
8336,306.0,40,535.0,1
8336,306.0,41,548.0,1
8336,312.0,47,545.0,1
8336,312.0,48,553.0,1
8336,318.0,36,529.0,1
8336,318.0,37,550.0,1
8336,318.0,38,556.0,1
8336,318.0,39,564.0,1
8368,72.0,53,467.0,1
8368,318.0,44,568.5,1
8368,318.0,45,588.5,1
8368,318.0,46,601.5,1
8368,324.0,56,628.0,1
8400,126.0,55,434.0,1
8400,150.0,52,955.0,1
8400,258.0,45,484.0,1
8400,258.0,46,497.0,1
8400,300.0,12,231.0,1
8400,306.0,16,391.0,1
8400,306.0,17,403.0,1
8400,336.0,57,792.0,1
8400,336.0,58,807.0,1
8432,12.0,56,932.0,2
8432,18.0,48,891.0,1
8432,18.0,49,897.0,1
8432,216.0,62,764.0,1
8432,216.0,63,773.0,1
8432,294.0,13,205.0,1
8432,294.0,14,217.0,1
8464,12.0,55,924.0,1
8464,12.0,56,931.0,2
8464,18.0,57,903.0,1
8464,18.0,58,909.0,1
8464,18.0,59,915.0,1
8464,36.0,55,624.0,1
8464,156.0,83,1248.0,1
8464,156.0,84,1261.0,1
8464,282.0,24,285.0,1
8464,288.0,19,285.0,2
8464,288.0,20,294.0,1
8464,318.0,38,662.0,1
8464,318.0,39,677.0,1
8464,342.0,61,980.0,1
8496,12.0,61,967.0,1
8496,18.0,65,925.0,1
8496,36.0,52,624.0,1
8496,42.0,50,577.0,1
8496,48.0,51,539.0,1
8496,168.0,75,1270.0,1
8496,252.0,42,415.0,1
8496,252.0,43,421.0,1
8496,252.0,44,428.0,1
8496,252.0,45,442.0,1
8496,264.0,38,382.0,1
8496,264.0,39,390.0,1
8496,264.0,40,403.0,1
8496,264.0,41,409.0,1
8496,270.0,27,263.0,2
8496,270.0,28,275.0,2
8496,270.0,29,285.0,1
8496,270.0,30,294.0,1
8496,270.0,31,300.0,1
8496,276.0,27,259.0,2
8496,276.0,28,267.0,2
8496,288.0,19,249.0,2
8496,306.0,11,247.0,1
8496,306.0,12,263.0,1
8496,306.0,13,273.0,1
8496,306.0,14,289.0,1
8496,306.0,15,299.0,1
8496,306.0,16,321.0,1
8496,306.0,17,329.0,1
8496,312.0,23,455.0,1
8496,330.0,63,792.0,1
8528,54.0,46,522.0,1
8528,60.0,51,500.0,1
8528,78.0,54,474.0,1
8528,84.0,53,474.0,1
8528,126.0,50,542.0,1
8560,12.0,50,1006.5,1
8560,66.0,45,463.0,1
8560,72.0,43,453.0,1
8560,78.0,44,448.0,1
8560,132.0,51,519.0,1
8560,144.0,47,497.0,1
8560,144.0,48,505.0,1
8560,144.0,49,511.0,1
8560,156.0,103,1276.0,1
8560,240.0,44,409.0,1
8560,240.0,45,416.0,1
8560,240.0,46,435.0,1
8560,288.0,28,407.0,1
8560,288.0,29,418.0,1
8560,288.0,30,436.0,1
8560,288.0,31,446.0,1
8560,300.0,23,456.0,1
8560,324.0,35,539.0,1
8560,324.0,36,548.0,1
8592,24.0,39,624.5,1
8592,24.0,40,633.5,1
8592,24.0,41,639.5,1
8592,24.0,42,646.5,1
8592,24.0,43,654.5,1
8592,36.0,39,579.0,1
8592,36.0,40,597.0,1
8592,42.0,34,520.5,1
8592,54.0,32,468.0,1
8592,84.0,40,469.0,1
8592,120.0,51,557.0,1
8592,144.0,52,542.0,1
8592,186.0,55,906.5,1
8592,216.0,60,760.0,1
8592,240.0,37,446.0,1
8592,246.0,34,359.0,1
8592,246.0,35,368.0,1
8592,246.0,36,376.0,1
8592,294.0,36,508.0,1
8592,294.0,37,522.0,1
8592,330.0,50,735.0,1
8592,330.0,51,747.0,1
8592,330.0,52,762.0,1
8592,348.0,60,1312.0,1
8592,348.0,61,1339.0,1
8624,30.0,44,662.5,1
8624,72.0,36,408.0,1
8624,96.0,34,428.0,1
8624,102.0,36,421.0,1
8624,102.0,37,442.0,1
8624,120.0,45,554.0,1
8624,180.0,58,1033.5,1
8624,222.0,63,750.0,1
8624,342.0,50,1024.0,1
8624,342.0,51,1033.0,1
8624,342.0,52,1045.0,1
